,CEP Estab
103030,53441530
103078,55031430
103093,51300400
103107,55044070
103126,52060400
103136,50070535
103141,52041270
103155,53439190
103156,53407270
103162,53402085
103165,53417340
103184,52110125
103221,52041590
103327,50910330
103376,55022300
103435,55020260
103496,50930670
103504,56512140
103519,50110090
103603,52050110
103612,51110070
103655,56912160
103721,54753220
103810,53030250
103936,51011550
103950,52011120
103974,55294590
104084,54771480
104187,54420311
104288,50050015
104348,51030540
104391,53444020
104425,50950005
104435,53010000
104501,52070610
104502,53140180
104529,50670480
104553,51270310
104561,53620804
104564,55818340
104592,50770740
104594,55302000
104626,55010265
104639,56304400
104666,56330190
104746,50050055
104788,54400270
104806,52021010
104811,50710400
104812,52111430
104875,55022160
104883,56330240
104907,55010560
104949,56318530
104959,50865048
104966,50720425
104979,52165260
104982,50060901
104989,55028553
105110,53090140
105160,55292300
105191,55293325
105264,51350450
105336,56510100
105356,56313270
105385,55038620
105432,50720170
105457,50751360
105540,55028070
105566,55012540
105578,52050355
105600,50710165
105691,53431480
105844,53431165
105879,54220730
105888,52041040
105958,55158420
106050,50781721
106183,55014325
106482,54589050
106484,56508195
106604,55292085
106651,56306410
106670,55155390
106682,50820060
106687,53420060
106688,52030100
106689,50711135
106692,53120500
106728,52040350
106928,52031170
106977,55295270
106984,55008970
107006,55024170
107165,55815105
107178,52121361
107192,50810330
107215,55195876
107260,50050913
107325,55292125
107347,55026520
107349,51240030
107378,54325349
107421,50070390
107426,50610340
107445,51190080
107448,50020120
107450,53520020
107535,50790400
107608,56505475
107666,50920592
107690,53416550
107694,54420110
107709,53240650
107743,53433260
107754,53439200
107755,53520010
107870,51210030
107975,50060290
108003,53510970
108035,52221260
108094,50020300
108159,55818510
108171,55012420
108202,56328490
108213,56306270
108234,56304530
108257,54517015
108298,55034271
108340,50050140
108354,56328390
108387,50610380
108480,50720245
108483,54360109
108545,55295200
108579,55004055
108585,55296020
108607,55298140
108625,50010390
108644,54110140
108674,51190500
108675,51020090
108690,55192075
108702,50800030
108792,56308225
108803,51130370
108867,51350560
108976,53423440
109005,50060270
109053,52130160
109055,50010150
109200,54505010
109247,50980060
109313,54792990
109333,54310240
109461,54589295
109475,53300280
109501,55004310
109622,52050500
109735,56509832
109741,54759453
109789,52170630
109808,53300140
109865,52070300
109867,54520615
109956,54759030
110008,54580390
110153,55295280
110173,55022530
110199,54420060
110204,51200140
110264,50630245
110267,50860170
110273,55641170
110286,55028130
110295,52041472
110333,55004133
110376,55194185
110406,53419735
110485,55018580
110522,53401225
110608,54280293
110630,50740450
110677,52080280
110779,56912420
110795,52070550
110846,53130030
110847,55297370
110859,55016190
110921,51350370
110952,53530400
110982,52060230
111018,51250020
111043,53580135
111102,50710220
111113,50761630
111120,50630320
111124,50100350
111137,53110630
111144,50030906
111221,50070570
111334,50720970
111337,50070275
111358,53401270
111368,53635120
111386,50070500
111438,55022620
111454,56314000
111488,55819907
111492,53401074
111530,54260440
111686,55295395
111705,56515280
111883,54768120
111946,50050210
111986,50100220
112055,55004001
112066,54368200
112076,50900480
112139,53060340
112215,52090003
112292,55642110
112348,51030110
112461,50721170
112544,56906170
112614,53320491
112636,50910200
112673,50711525
112698,50790130
112766,53630465
112797,54240150
112836,55295225
112880,50910450
112897,55032570
112918,50711470
112939,53360240
112944,53030090
113018,50711180
113047,54792330
113078,52090360
113079,50020105
113092,50670070
113095,55296340
113137,51160240
113208,51350000
113212,50050280
113394,53300030
113432,55192530
113507,53525735
113578,55158520
113580,53525185
113662,55010305
113719,53290180
113724,56308901
113740,55602030
113744,55612600
113779,51030160
113790,51190737
113925,52061170
113943,56508265
114023,54720121
114033,56313900
114132,54350020
114161,55012120
114171,52070390
114399,54250001
114529,53140230
114531,54510420
114550,53230610
114555,50770470
114560,53409110
114572,55024080
114633,56306020
114667,50830370
114782,54735805
114806,54315580
114812,50010927
114881,53240240
114891,55018601
114917,53350300
114932,53290010
114958,51020160
115000,51030630
115055,51350190
115158,51340480
115275,55038520
115286,56328655
115292,56318480
115334,55030052
115471,53130260
115491,50761070
115551,54270050
115568,55014650
115716,54450240
115729,56509826
115730,50741380
115760,50760650
115797,52130060
115960,54220365
115981,50741710
116003,55036490
116034,50670590
116099,50760335
116117,51021550
116210,51021970
116296,52051432
116300,55027500
116342,50720155
116476,56308430
116533,55027550
116540,51030120
116608,55291679
116617,55192460
116675,55642660
116759,53050010
116805,55645098
116823,52221175
116838,53610605
116912,50791020
116927,56330770
117166,55155410
117242,54330183
117249,50020903
117352,55028460
117392,50690420
117393,50830440
117450,55192440
117474,54450330
117504,52280600
117562,50770250
117593,54410020
117623,54759360
117684,55602045
117715,52171026
117758,54786340
117778,53437440
117793,52221210
117819,55020631
117849,50770730
117866,55038565
117870,50710465
117896,55034105
117969,51275040
118034,51240040
118200,51170030
118233,54420380
118244,51190480
118265,50820390
118266,50760010
118289,51190170
118296,53403245
118336,52050070
118349,50060520
118387,55602580
118502,55014645
118507,50761030
118526,50830470
118547,54220250
118588,56506620
118610,52060376
118658,56903559
118675,51010900
118720,54340430
118725,53230190
118788,54517105
118806,55641090
118808,53409290
118880,53130120
118895,54762660
118898,55194439
118968,50771040
118985,56306620
118997,56310540
119015,56306630
119085,50710040
119195,54315080
119200,54740530
119245,54783620
119268,50050150
119277,50780030
119337,54756080
119389,51190736
119505,53030110
119558,54753325
119653,55022470
119743,56309412
119851,50810200
119938,54430400
120061,51280000
120069,54340110
120115,54340100
120131,55038200
120165,53435560
120174,51190470
120215,55816430
120280,54767135
120308,51110200
120366,54400350
120395,55020400
120457,50020160
120464,50050530
120491,52050175
120530,53350250
120535,50010300
120544,54520070
120672,54762003
120687,54410110
120721,55818500
120741,52041160
120748,54789370
120770,52170600
120776,52070110
120777,54230222
120781,53230490
120798,53140190
120800,53260570
120819,50800180
120826,50090020
120960,54280491
121043,52011250
121078,52280680
121147,56304390
121207,51220250
121229,52031201
121240,54270350
121348,50771400
121357,53413907
121388,56512660
121416,53423460
121440,50751430
121451,54762610
121494,50741310
121523,51111250
121528,53530390
121545,50630580
121546,52041085
121603,55026530
121637,56506913
121683,52140020
121717,53230170
121747,54320180
121758,50670200
121759,54460100
121817,55155670
121843,53040010
121886,53437380
121895,53050000
121906,53290080
121946,53240020
121947,53442090
121989,54517385
122015,55609010
122025,55006003
122038,50771310
122199,50020970
122215,53090220
122232,52030230
122419,52110230
122427,50060110
122432,51190180
122521,52061130
122562,53010010
122567,53250150
122593,54410470
122602,52040150
122610,52050565
122667,52130900
122669,55027370
122769,53200300
122811,53540240
122940,51170360
122972,50800195
123001,54440130
123056,52110210
123096,53565150
123114,54759375
123146,51160150
123185,51270570
123303,52070645
123309,50610900
123338,50720130
123339,50640340
123342,50630160
123436,50771620
123437,50070600
123446,50730660
123532,50050520
123553,54250360
123633,54768300
123675,55602282
123690,53625448
123763,52130135
123777,50711025
123836,54759420
123847,55025015
123866,52081003
123900,52130260
123941,53413590
124020,54440350
124024,55012085
124066,55816290
124180,52291175
124182,54440370
124238,55920970
124365,51130010
124379,54740560
124385,55294460
124490,53250160
124522,54410000
124531,53060400
124544,55293080
124624,53417470
124637,53060425
124658,56310800
124662,56506500
124731,51170280
124744,55004221
124882,53625813
124883,53585380
124897,54220160
125037,50850100
125144,54430770
125171,54515710
125214,56328140
125233,56330250
125341,54270150
125466,53110130
125662,54470000
125690,54580385
125716,50710345
125831,51010150
125832,56509440
125867,50060230
125871,51350640
125878,50751030
125893,53370580
125920,53540160
125944,50920700
126017,52061380
126019,53443120
126037,52050091
126055,50710450
126115,50710410
126123,50740460
126151,53429630
126163,55641200
126184,54080031
126254,53270285
126287,56505360
126301,50790030
126419,53300100
126438,55045070
126525,56512200
126561,54535430
126588,55602360
126629,55297570
126637,53270685
126708,55590970
126720,56328905
126725,52041305
126790,51010670
126827,50900520
126874,55004400
126897,54310210
126937,56510160
126953,50710150
126981,51350310
127013,52041310
127016,55640001
127050,50740440
127075,51011025
127130,56304420
127146,50670050
127255,51160030
127260,55612025
127270,52041115
127287,50710080
127307,50070120
127422,52070350
127423,54759160
127424,54767621
127552,50050190
127664,51150580
127723,54470200
127788,50741390
127803,53417350
127836,55014385
127850,55642260
127852,55645768
127855,55643010
127876,56302055
127883,56310130
127884,56328595
127921,54515280
127924,50731370
127958,52070440
127986,55295115
127997,50760225
128015,55291140
128073,53040125
128095,55614465
128102,50740970
128166,56313010
128192,56310000
128212,51250090
128244,55815020
128278,55012200
128401,55021265
128506,52020090
128523,53433770
128530,54720824
128565,50781500
128825,55028210
128857,50010922
128866,54735220
128912,55022450
128959,50800080
129002,55641570
129003,55642745
129014,55642530
129031,54300061
129093,54768110
129140,54330214
129146,53401390
129172,53421170
129176,53620423
129204,51220225
129228,52221070
129360,54777130
129446,52050252
129459,52020214
129481,53401170
129578,52061395
129586,50090110
129659,56310200
129677,51190460
129691,50920075
129702,55299521
129764,51030070
129804,53585010
129819,53050120
129897,52070360
129966,50780231
130031,53010270
130048,52040300
130201,53403820
130307,50900220
130352,50830420
130446,52020100
130473,53130400
130537,51190120
130577,53370530
130651,56328040
130653,55643540
130682,56328180
130692,55018060
130703,55016000
130719,52041005
130804,51030060
130824,50761430
130873,50670430
130878,52010130
130898,53413060
130974,55150550
131030,50780025
131062,55010030
131126,50761280
131169,50791560
131247,53530760
131276,54335005
131283,52070210
131341,50060900
131394,53350001
131411,54330195
131446,55641778
131455,50860120
131480,52060115
131492,50720493
131500,50720550
131642,53230140
131791,51170580
131797,52150050
131892,50630070
131945,53565110
131951,53050182
131966,54510990
131973,52111250
131991,55645605
131992,55032485
131999,56302060
132003,56328904
132083,55031390
132108,54335050
132139,56308180
132254,54410340
132292,52050170
132313,53550095
132375,52011290
132427,55024070
132537,52170415
132626,54210090
132682,54753760
132686,50721460
132735,54753350
132847,53610256
132893,52131295
132911,53433750
133014,55022000
133024,53180410
133066,54335065
133079,53610294
133095,50070380
133112,56511040
133126,54420240
133179,56306340
133212,53435455
133224,55296360
133269,55644044
133272,55644385
133302,55602560
133344,54250603
133371,56328470
133385,56903430
133444,53435450
133454,55006050
133512,52070220
133547,53417080
133548,55644150
133559,53433480
133586,51350120
133591,55195563
133597,50720260
133638,54320030
133666,50830300
133700,53620756
133797,54700000
133830,52291090
133833,50060905
133887,54762580
133934,53407000
133972,52090351
134010,54330510
134025,54430250
134057,52061350
134089,53650510
134092,50830540
134116,52031090
134138,54325626
134159,55038240
134188,50680230
134237,54345790
134306,55641904
134319,51030760
134384,53437710
134492,55030460
134497,54310080
134509,54440351
134526,55034480
134533,53444210
134590,56332210
134604,55610091
134611,55032010
134707,51350510
134714,52171215
134727,53441450
134734,51350330
134796,53110250
134840,53130440
134865,53580400
134888,52041170
134965,52071315
135174,54110080
135243,54280260
135276,54771060
135286,54410490
135292,53431450
135334,50930680
135396,50920110
135515,50020350
135545,52060520
135562,53415470
135572,50030280
135598,52010210
135698,54515310
135740,55026170
135869,53645337
135875,56306321
135967,53580447
135987,51030400
136029,53090340
136071,54420130
136172,50720385
136176,55818000
136250,53070000
136256,51010680
136309,53220550
136316,56316708
136386,50630490
136430,52221360
136476,50630370
136488,50030270
136516,52110070
136519,51190485
136632,53442345
136633,53520310
136648,53150280
136663,55645701
136838,55641160
136853,52030050
137012,52171900
137076,55816390
137141,51200170
137151,54280731
137286,52050375
137433,55641155
137455,53140150
137500,51020480
137516,51150450
137538,52040190
137642,55018560
137655,55020215
137674,50670380
137729,54786500
137755,54774280
137843,55016300
137895,56310300
137935,56310310
138016,51350520
138074,54505480
138149,51150460
138252,53140031
138566,56517071
138600,51010450
138606,54210020
138639,50760710
138675,54100415
138876,55038038
138893,52011100
138931,50870630
139161,52050330
139225,53401400
139239,51160220
139266,50820620
139319,56322510
139322,56310620
139354,56328645
139356,50020715
139409,52051120
139416,50791450
139441,51021910
139507,53625030
139512,53260490
139593,52051160
139611,54777435
139679,50740260
139744,50110525
139842,51110380
139862,54759540
139909,56306335
139940,54756376
139949,51260280
139977,55642385
140080,51130100
140084,54260011
140108,54430170
140123,53260551
140138,55644250
140178,55641110
140403,54340370
140567,55297215
140609,56509510
140638,53010220
140681,50721530
140699,51011540
140753,54510410
140784,53610630
140786,52041730
140797,52070649
140850,53417260
140913,54250536
140934,50710430
140961,52080100
141028,50610400
141083,54753250
141252,52041405
141282,55645899
141294,52090320
141349,54520300
141413,52041605
141424,53640715
141470,54749000
141585,55022130
141634,54080320
141665,53350170
141748,53080790
141782,53350340
141786,53421080
141933,55296080
142104,55819380
142233,50711200
142298,54495710
142300,54786130
142429,51111210
142440,51345440
142450,54450050
142547,53510360
142590,50720190
142620,56340000
142670,54789840
142679,50910150
142716,50771010
142728,50750020
142740,52190200
142904,53421480
143031,54230181
143053,53290060
143103,50030300
143107,50751550
143198,55036260
143202,56316150
143235,53060000
143329,50020906
143403,53370192
143420,53630130
143513,50770690
143568,50750370
143569,51111140
143572,52010070
143586,54400003
143595,54765490
143716,53433170
143731,53620669
143738,50790011
143771,53443230
143860,54325040
143912,51190680
143924,50731060
143944,56304320
143991,56302530
144021,53437495
144104,51030460
144121,52050290
144140,52060165
144193,54762547
144207,50610030
144236,51170430
144324,54250480
144443,53160380
144461,50740441
144463,53320160
144470,53585770
144481,50751530
144490,53300230
144551,52120250
144677,55644654
144708,50060190
144744,53150500
144750,53510610
144759,54310130
144817,53140210
144909,55042190
144924,54520235
144937,53000000
145033,52291011
145059,54580330
145068,52050052
145110,54330705
145147,50630440
145267,51250180
145306,55016380
145411,51210970
145424,53650805
145425,52110145
145429,55642114
145457,52041581
145529,50750560
145545,50040915
145579,54410311
145669,54230120
145742,56330370
145762,50100240
145876,50630610
145927,50020440
145963,51030480
146031,52031200
146075,54768730
146119,53560560
146203,52110100
146362,54365130
146406,53020280
146507,51350160
146589,56313351
146600,56316565
146601,56328450
146642,54080310
146654,55034135
146699,54756100
146775,54420625
146880,56308115
146881,55026525
146923,53441110
146978,53240030
147026,51020905
147065,51240551
147148,55815135
147252,51021250
147264,52051181
147348,52060170
147569,50710500
147654,51010350
147677,55608130
147716,55014450
147719,53080290
147750,55014635
147815,54518005
147819,54310442
147830,55024735
147843,55612615
148027,56509320
148033,50050115
148158,53400990
148180,54340680
148263,56328970
148308,50800330
148335,55293290
148462,55016500
148509,56509180
148589,52191100
148596,54735760
148635,50100140
148788,53110111
148794,54756653
148814,52061040
148860,55641140
148861,53370230
148959,51340234
148973,51220270
148988,51030080
149071,55036520
149315,50020235
149329,53401441
149486,50771340
149641,56313190
149694,50865250
149719,50010030
149880,55024585
149904,50980765
149905,54774070
149923,53290330
149959,50010912
149965,54160971
150045,54460025
150065,53403691
150261,56302400
150286,50730060
150317,54725000
150326,50070100
150327,54430040
150335,53370110
150438,50721490
150469,53411905
150493,53350330
150563,54520160
150606,54170710
150644,55006420
150711,56304610
150779,52041540
151004,55012710
151017,56331045
151023,56308110
151024,56306220
151034,54505551
151056,50010380
151346,55645902
151402,52090005
151494,55291220
151519,51250000
151544,55194472
151557,50711310
151565,53070380
151666,55045020
151779,54250538
151787,55042260
151811,55296310
151870,56301997
151874,56330180
151997,54280005
152005,54510270
152028,53530755
152120,53350460
152157,56503660
152207,54589635
152217,54420190
152363,50020010
152641,56318290
152668,55030300
152694,50850350
152734,52060164
152785,55014740
152860,51011230
152988,50710375
153009,50740590
153030,54753200
153066,55006200
153121,53370420
153161,55192422
153164,55027585
153225,53540055
153282,50760660
153371,53630000
153385,52090290
153432,54710010
153473,55014110
153483,53370560
153581,52280061
153598,56509330
153606,55026522
153651,51160130
153665,51350430
153743,50750080
153745,50720742
153768,54430350
153816,55028570
153817,55010000
153857,55150530
153941,54250365
153950,54330121
153972,54120570
153974,55020050
153980,55292210
154022,55602420
154031,51230220
154065,56309660
154128,54768787
154135,52041330
154174,51310000
154264,50900120
154317,50721730
154321,53444410
154354,53110610
154360,53565270
154387,55010470
154431,50060020
154442,51190060
154514,54340210
154686,53401000
154689,55034215
154748,54786300
154820,55034185
154917,54505342
154939,52221005
155032,54765300
155088,56318795
155089,55525970
155108,56318050
155183,54518185
155217,54735826
155229,50900100
155254,50741470
155322,51020110
155377,51021240
155455,55012970
155505,50740445
155530,52041650
155569,53645270
155576,53605555
155586,51110060
155641,53433800
155701,55004060
155734,54495760
155772,50720490
155835,51230230
155919,54310050
156168,50680130
156209,55819030
156211,52051010
156227,50760365
156252,55642102
156353,54783025
156458,51240300
156466,55610017
156480,55006440
156482,54400530
156534,50970000
156562,52010270
156563,52010160
156699,55036020
156766,55030530
156778,55004370
156833,54250431
156840,53160420
157021,53409490
157053,54368180
157065,56328906
157158,53415120
157173,54410970
157386,54230182
157413,54340060
157522,52091220
157605,51130210
157615,54518235
157646,56330420
157678,56331240
157713,56506411
157714,56512320
157730,56320020
157796,56302280
157885,56332580
157939,55297575
157964,54759503
158018,50060040
158057,55295210
158073,54370030
158083,54100150
158162,52061330
158230,55819735
158251,55014690
158328,54320700
158461,54330540
158565,55644220
158623,54260010
158633,54330355
158662,53220220
158716,54440070
158803,52041120
158836,55616899
159030,54505775
159049,55045060
159052,55034600
159096,53570165
159105,56328160
159119,56328785
159213,55038680
159225,53120110
159267,52030225
159331,55645748
159392,56903010
159430,53413260
159534,50761675
159755,55612420
159837,56509140
159852,55014220
159863,50050971
159881,55028510
159924,53425640
160022,55294270
160084,55296670
160189,55813330
160220,54450000
160291,54400171
160404,55021460
160418,50050420
160420,55157001
160422,55152400
160432,55155970
160460,54360085
160569,50790108
160624,55815010
160631,55641230
160651,52060200
160712,50740040
160720,52060040
160725,54740550
160786,55607755
160834,56909901
160926,54230285
160962,53610322
161048,53060070
161079,51230320
161178,55612610
161273,53620000
161307,53240000
161334,56506911
161383,50610510
161415,56512480
161479,51350095
161517,53435510
161526,52040110
161543,53120010
161751,55018020
161833,53530230
161863,50060904
161888,51011110
161932,50980480
161976,55612430
162018,50781530
162057,52081560
162139,55022650
162161,51030050
162166,54756370
162184,50920200
162186,50020245
162216,51350260
162378,54400440
162381,54735340
162425,52041017
162484,52020212
162749,54792560
162763,56503450
162843,56304130
162942,50865140
163043,51021490
163045,54365330
163117,53401233
163126,55602570
163130,50630380
163135,50761370
163192,52041620
163382,55153560
163472,50960060
163541,52071250
163567,52070035
163593,54170330
163622,55641070
163680,50070455
163785,55150161
163793,55293205
163812,50760518
163814,52050430
163910,51160100
163939,55004380
163965,52080290
164016,54759060
164023,50060470
164054,53409505
164156,51010360
164239,51020974
164240,54430150
164300,54580540
164439,55004280
164495,56309020
164548,51350110
164592,54335175
164725,53427210
164776,51350280
164815,53060180
164851,52111240
164920,53435780
164930,50020902
165091,53280270
165099,50741530
165299,50865090
165376,53403130
165429,52121020
165436,50020625
165453,55019255
165586,55014520
165736,50920530
165810,54420120
165827,54735240
165907,50760480
165994,50930242
166005,53403560
166030,50720700
166034,50070020
166072,55299765
166099,53140130
166162,53540255
166176,50791110
166236,53404460
166241,56900000
166284,54505971
166316,56330710
166367,52050270
166457,54160260
166527,55014646
166541,56328800
166565,55154055
166592,56313390
166634,51020970
166659,56505210
166667,50740530
166682,50640050
166732,50110410
166814,53422635
166825,52030280
166883,54450200
166966,55014610
166971,55034240
166976,55016530
167149,51030040
167158,53403990
167293,53370720
167295,50910210
167334,52131031
167340,50781441
167379,55042130
167459,56320105
167474,55610200
167484,53290100
167491,51030640
167528,54730070
167535,53290000
167567,50070585
167650,55014748
167715,54120130
167747,52060250
167848,54440570
167853,55296350
167856,55642075
167893,50710380
168093,50721400
168104,56903914
168130,55297340
168191,55292081
168433,54450160
168475,51111090
168526,54160477
168549,53437820
168731,56310700
168758,56302210
169024,50791000
169049,50790250
169099,54325622
169197,50830200
169386,50980380
169535,53320100
169595,53439160
169740,56310787
169845,56515070
169847,56515030
169908,56310756
169924,54330351
169955,54735906
170167,53580020
170233,54368050
170269,54762843
170341,56330265
170381,54768140
170498,52050390
170532,50020240
170562,56320065
170583,50630620
170628,52120050
170637,51180070
170656,55024380
170680,55014395
170684,50030020
170709,54330190
170745,50100060
170846,55004181
170990,51111160
171079,53050260
171298,51021390
171304,56509235
171310,50910000
171311,50761060
171345,54100120
171356,50771580
171395,53525560
171510,53520120
171532,56313305
171578,52061430
171704,56309010
171872,50800310
171898,55297040
171906,50750320
171933,53530221
171980,53130280
172001,54774430
172106,53060680
172171,53620718
172216,54310285
172326,54250020
172381,52280255
172414,54786490
172454,53415530
172464,55004340
172526,54580000
172540,53130470
172616,56318210
172617,56308427
172642,56308425
172746,55016350
172752,53437100
172840,52041560
172911,51030680
172927,55292540
172931,53421041
172960,54495185
173136,55020250
173161,50850320
173167,51030730
173181,51350460
173293,50771320
173308,51210000
173342,55292440
173397,53140280
173438,53630970
173463,54495235
173470,51110050
173473,55156010
173564,56328320
173652,50920290
173690,50010070
173693,55296160
173741,52211130
173751,52071320
173777,50980550
173781,51240190
173803,51300130
173875,52060120
173878,53180000
173888,50721650
173912,52051345
173940,52081240
174022,50770100
174026,55294738
174070,50781725
174087,52070490
174131,53427020
174172,55014425
174197,53170285
174210,50750620
174238,53210251
174365,53640195
174370,56512630
174372,50980590
174441,55022430
174525,51150270
174679,50870470
174731,53610340
174772,50050090
174776,51350210
174826,54170554
174922,54753460
174981,55816580
175130,55641901
175145,50720070
175254,55295430
175288,56330500
175299,56302440
175342,55036240
175376,50731360
175403,55012760
175432,55028554
175454,53350240
175475,55292277
175687,55642112
175714,50610240
175772,54270160
175796,55034370
175874,55045040
175897,53080550
175925,55014485
176001,51260010
176008,51011250
176134,50910440
176180,55034150
176216,53585405
176274,55152080
176355,54759903
176438,54430140
176447,55195743
176513,53040030
176515,55818595
176589,53441055
176653,55031150
176668,52081070
176697,53515230
176700,52070340
176791,52071640
176878,53409400
176894,53421180
176895,53417280
176908,53645530
176933,50760600
176947,55014847
176952,55816320
177034,54737255
177036,51350390
177061,50610560
177072,55030490
177076,52130010
177159,54430180
177164,50910090
177208,54370031
177294,55004151
177499,55194275
177514,53030215
177546,54740630
177614,54340070
177652,55155810
177654,55644240
177688,55197899
177710,50020230
177711,55024120
177722,55294311
177826,55196220
177849,55604490
177871,53130610
178038,56512065
178152,53640050
178186,55155450
178313,51350080
178368,54420575
178374,55295700
178437,50710060
178464,53407365
178528,55155510
178541,56332180
178550,54735250
178745,56509420
178784,52150000
178893,56332265
178955,55811150
178956,50640320
178981,52061275
179027,50761620
179032,52120261
179042,55030583
179110,52021200
179126,54100005
179181,53439250
179305,55292575
179351,53421171
179384,51130710
179430,55028600
179434,52070140
179540,55012660
179564,53425750
179565,54330800
179760,51270610
179772,51320000
179889,51200220
179897,53610071
179932,53545700
179942,50110120
179944,54720840
179952,53585760
180001,53200000
180025,52071070
180056,52070547
180160,54495060
180162,54080305
180168,53415140
180235,50930190
180272,51111080
180277,54715810
180332,55038590
180352,56304050
180372,52051900
180411,53605110
180469,53425740
180518,54368070
180538,54510440
180587,54150170
180658,50771290
180708,55012165
180758,55294876
180842,53270500
180899,55292370
180986,56509768
181152,54753500
181160,54270435
181191,53220540
181251,55018421
181487,55012900
181575,52041030
181577,54325380
181662,54518375
181663,53090350
181730,56903492
181860,53413240
181991,54330100
181994,54310250
181996,54270840
182208,55038440
182231,50760320
182257,50690140
182379,51220020
182387,51021900
182396,52120314
182453,53402010
182458,55192385
182525,55602290
182636,55030510
182638,52060510
182646,55032510
182974,51190440
182999,56505250
183085,53370090
183135,53020170
183151,55299500
183177,55016310
183224,55299542
183374,50721100
183378,50640370
183513,55291629
183589,52051410
183610,55641180
183615,55019220
183620,55034310
183644,54240415
183825,54518305
183941,54120470
183960,95600150
184064,56318330
184135,55004030
184183,52050160
184198,54353000
184319,56304540
184525,55027190
184545,55112000
184577,53260630
184599,55642765
184633,55612040
184648,55102000
184702,53130080
184724,54410150
184777,53370322
184788,51350270
184896,51270590
185011,54440100
185018,53444221
185248,55294770
185270,54080105
185283,50040130
185307,54325530
185310,54220240
185319,50721575
185324,50711460
185385,52211440
185387,50721300
185411,55030270
185432,55195656
185460,55036290
185558,55037190
185568,55026250
185587,52120260
185594,54150190
185601,54522125
185618,55004081
185653,52050180
185678,52120170
185690,56511030
185739,56515320
185821,54515170
185883,55642625
185914,55027010
185963,54515503
186033,54220431
186037,55602600
186065,56304140
186106,51280380
186144,51190970
186247,51030550
186276,50740345
186308,56301991
186309,54759904
186474,52061020
186808,50830060
186860,56308300
186867,56330170
186901,55592970
186948,56508260
186978,52020195
186994,54230092
187090,53413902
187102,54535270
187183,50050270
187285,56320760
187326,53401810
187332,54325480
187404,50810220
187622,54450180
187650,52021195
187675,56506430
187692,56318070
187829,55295390
187842,54410705
187910,56517060
187929,52070330
187970,54733280
187988,50940790
188218,50980490
188228,56330330
188241,56316500
188268,50770520
188367,54705376
188540,55016580
188550,53401230
188642,56313050
188652,50020420
188880,53530190
188885,50760410
188917,54771780
188953,50781730
188954,55008320
188961,51020130
188971,51011041
189202,56903912
189333,50730290
189350,51340226
189472,55292430
189512,50630210
189530,50780420
189595,54325390
189626,54460040
189674,54589175
189828,53610280
189857,56310658
189919,51160400
189944,55024500
189950,54470190
190055,53605055
190204,54320140
190250,54365000
190273,52050115
190284,53080331
190322,53210320
190566,50760002
190573,54220180
190614,56503310
190637,53240101
190737,55016270
190783,50640800
190795,55036835
190804,51010060
190824,55641365
190910,51010020
190930,55016325
191128,52121140
191151,52020120
191158,52071090
191164,53530645
191233,52090284
191269,51200210
191333,56304620
191344,50980470
191364,51150440
191416,52050320
191482,55014550
191585,55158045
191588,56318360
191613,56328120
191922,53320320
191973,54270060
192019,55030330
192084,55190014
192147,53060780
192303,55006390
192350,55024100
192365,55030470
192493,55031000
192540,53409650
192577,53110470
192791,54762585
192833,51260040
192863,55295520
192866,54786770
192947,50740520
192959,53444490
192988,50050200
193015,55002091
193016,54430100
193057,52121015
193164,55298070
193178,56314400
193272,55036730
193321,56304030
193332,53520230
193368,55641784
193399,55034290
193558,50910355
193577,52041210
193657,53403120
193698,53230120
193731,54520310
193881,50680080
193889,52170070
193915,54325200
193942,55024650
193976,55012560
194011,54756781
194026,54430160
194038,55044080
194055,54515580
194108,50740525
194130,53425680
194176,55642108
194196,55038550
194226,56306650
194235,53130230
194246,54310103
194248,53415220
194251,53421241
194269,54460130
194283,54330500
194474,56312695
194507,53080320
194545,54120274
194571,55100000
194586,53565040
194592,54280140
194619,54320411
194634,54100425
194711,56328765
194773,55014390
194815,53250440
195011,56302770
195078,53230900
195094,54786120
195150,50760550
195245,55194451
195348,55040150
195366,53421451
195377,55004100
195389,55665970
195390,55192310
195610,56326340
195669,53437320
195791,50740190
195916,50090510
195927,52070590
195954,52031100
195967,55002370
196005,52110390
196029,54160280
196052,53401480
196130,52080050
196148,53416540
196197,53433020
196200,55645845
196224,54777410
196243,50020615
196249,55643774
196372,55006181
196391,53409050
196415,56310710
196437,52190130
196440,52050003
196490,54325021
196535,55641440
196567,51240130
196584,50050590
196607,52051270
196645,55014230
196755,54735117
196848,53510180
196858,54440150
196951,56306347
196971,50090230
197003,50980600
197133,51010410
197369,55614295
197376,53610850
197435,55192120
197465,55813370
197494,54100440
197718,53120190
197838,55194205
197894,52131210
197950,53405640
198052,53020290
198094,55296625
198177,56509620
198223,53270531
198436,55195626
198533,55819450
198564,54330254
198589,55645704
198615,55002907
198729,53040020
198731,53070150
198745,53520130
198862,52060463
198894,50050915
199063,54080055
199203,51110310
199287,54460255
199456,50750340
199571,53150250
199604,54505541
199610,55016280
199621,50720660
199799,53110580
199888,54270020
199934,51310570
199940,55293051
200110,50980685
200160,53370370
200175,51130000
200181,52150231
200190,55641262
200243,54230101
200286,50100330
200323,55291170
200326,53431166
200331,50950970
200355,54520290
200379,53250192
200472,55026145
200531,56309430
200601,54080350
200686,53413630
200802,54420150
200849,53130580
